Title,URL,Publication Year,Abstract
"COUNTER DRONE DEVICE, AND METHOD OF USING THE SAME",https://lens.org/199-668-089-239-875,2017,"A counter drone device adapted to render propellers of drones inoperable. The counter drone device may be a weighted filament adapted to be projecting into the propeller of a drone so as to entangle/ensnare/wrap around propeller shaft and/or blades, rendering the drone inoperable."
"COUNTER DRONE DEVICE, AND METHOD OF USING THE SAME",https://lens.org/125-953-523-784-613,2019,"A counter drone device adapted to render propellers of drones inoperable. The counter drone device may be a weighted filament adapted to be projecting into the propeller of a drone so as to entangle/ensnare/wrap around propeller shaft and/or blades, rendering the drone inoperable."
"Method for operating an autonomous vehicle, and autonomous vehicle",https://lens.org/037-498-657-159-424,2022,"A method for operating an autonomous vehicle. The method includes the transmission of status data to a processing unit, which is independent of the autonomous vehicle, using a wireless communications link. The method furthermore includes monitoring of the function of the autonomous vehicle by the independent processing unit while taking the status data into account, and when a malfunction of the autonomous vehicle is detected, the independent processing unit determines target data for guiding the autonomous vehicle to a stopping position. The target data are transmitted to the autonomous vehicle, and the autonomous vehicle is guided to the stopping position with the aid of the target data. A position of the autonomous vehicle is determined using signals from the wireless communications link and is taken into account when determining the target data."
"METHOD FOR OPERATING AN AUTONOMOUS VEHICLE, AND AUTONOMOUS VEHICLE",https://lens.org/044-622-981-160-215,2021,"A method for operating an autonomous vehicle. The method includes the transmission of status data to a processing unit, which is independent of the autonomous vehicle, using a wireless communications link. The method furthermore includes monitoring of the function of the autonomous vehicle by the independent processing unit while taking the status data into account, and when a malfunction of the autonomous vehicle is detected, the independent processing unit determines target data for guiding the autonomous vehicle to a stopping position. The target data are transmitted to the autonomous vehicle, and the autonomous vehicle is guided to the stopping position with the aid of the target data. A position of the autonomous vehicle is determined using signals from the wireless communications link and is taken into account when determining the target data."
"Method for operating an autonomous vehicle, and autonomous vehicle",https://lens.org/037-498-657-159-424,2022,"A method for operating an autonomous vehicle. The method includes the transmission of status data to a processing unit, which is independent of the autonomous vehicle, using a wireless communications link. The method furthermore includes monitoring of the function of the autonomous vehicle by the independent processing unit while taking the status data into account, and when a malfunction of the autonomous vehicle is detected, the independent processing unit determines target data for guiding the autonomous vehicle to a stopping position. The target data are transmitted to the autonomous vehicle, and the autonomous vehicle is guided to the stopping position with the aid of the target data. A position of the autonomous vehicle is determined using signals from the wireless communications link and is taken into account when determining the target data."
System and method of control for autonomous or remote-controlled vehicle platform,https://lens.org/160-305-732-749-930,2022,"A system and method for controlling a vehicle platform, the system comprising on onboard controller and an off-board controller that work together to provide autonomous navigation in fields or similar areas where the vehicle is deployed, perception for obstacle detection and avoidance, and a user interface for user/ vehicle interaction and control."
"DEVICES, SYSTEMS, AND METHODS FOR OPERATING INTELLIGENT VEHICLES USING SEPARATE DEVICES",https://lens.org/122-575-904-664-442,2022,"A system for providing autonomous driving of a radio controlled vehicle through an ambient environment is disclosed herein. The system can include a modular device with at least one sensor configured to generate signals associated with characteristics of the ambient environment, a bed plate configured to be mechanically coupled to the RC vehicle, and a modular control circuit configured to be mechanically coupled to the bed plate and communicably coupled to the modular device, wherein the modular control circuit is configured to be communicably coupled to hardware of the RC vehicle and control the RC vehicle in response to commands received from the modular device."
"DEVICES, SYSTEMS, AND METHODS FOR OPERATING INTELLIGENT VEHICLES USING SEPARATE DEVICES",https://lens.org/122-575-904-664-442,2022,"A system for providing autonomous driving of a radio controlled vehicle through an ambient environment is disclosed herein. The system can include a modular device with at least one sensor configured to generate signals associated with characteristics of the ambient environment, a bed plate configured to be mechanically coupled to the RC vehicle, and a modular control circuit configured to be mechanically coupled to the bed plate and communicably coupled to the modular device, wherein the modular control circuit is configured to be communicably coupled to hardware of the RC vehicle and control the RC vehicle in response to commands received from the modular device."
Flight control system for aircraft and test for testing such a flight control system,https://lens.org/033-559-104-279-734,2011,A test system for testing a flight control system of an aircraft includes a test device that: (1) accesses information available from the flight control system and (2) controls a computer of the flight control system.
An unmanned aerial vehicle system for inspecting railroad assets,https://lens.org/069-724-972-410-846,2022,"An aerial system control network (2500), an unmanned aerial vehicle (UAV) system (2400), and a method (2600) provide for inspecting railroad assets using a UAV (2420). The aerial system control network includes a plurality of towers (2510, 2515) and a ground control system (2520) connected to the plurality of communication towers. The ground control system transmits, via the plurality of communication towers, a flight plan including a rail system (100) and a flight path (1010); receives, via the plurality of communication towers, data while the UAV is in monitoring the rail system; detects an interference (1500, 1501, 1502) along the flight path based on the received data, and adjusts the flight plan based on the interference."
An unmanned aerial vehicle system for inspecting railroad assets,https://lens.org/177-395-736-452-295,2020,"An aerial system control network (2500), an unmanned aerial vehicle (UAV) system (2400), and a method (2600) provide for inspecting railroad assets using a UAV (2420). The aerial system control network includes a plurality of towers (2510, 2515) and a ground control system (2520) connected to the plurality of communication towers. The ground control system transmits, via the plurality of communication towers, a flight plan including a rail system (100) and a flight path (1010); receives, via the plurality of communication towers, data while the UAV is in monitoring the rail system; detects an interference (1500, 1501, 1502) along the flight path based on the received data, and adjusts the flight plan based on the interference."
An unmanned aerial vehicle system for inspecting railroad assets,https://lens.org/069-724-972-410-846,2022,"An aerial system control network (2500), an unmanned aerial vehicle (UAV) system (2400), and a method (2600) provide for inspecting railroad assets using a UAV (2420). The aerial system control network includes a plurality of towers (2510, 2515) and a ground control system (2520) connected to the plurality of communication towers. The ground control system transmits, via the plurality of communication towers, a flight plan including a rail system (100) and a flight path (1010); receives, via the plurality of communication towers, data while the UAV is in monitoring the rail system; detects an interference (1500, 1501, 1502) along the flight path based on the received data, and adjusts the flight plan based on the interference."
AN UNMANNED AERIAL VEHICLE SYSTEM FOR INSPECTING RAILROAD ASSETS,https://lens.org/059-446-668-328-653,2019,"An aerial system control network (2500), an unmanned aerial vehicle (UAV) system (2400), and a method (2600) provide for inspecting railroad assets using a UAV (2420). The aerial system control network includes a plurality of towers (2510, 2515) and a ground control system (2520) connected to the plurality of communication towers. The ground control system transmits, via the plurality of communication towers, a flight plan including a rail system (100) and a flight path (1010); receives, via the plurality of communication towers, data while the UAV is in monitoring the rail system; detects an interference (1500, 1501, 1502) along the flight path based on the received data, and adjusts the flight plan based on the interference."
ENVIRONMENTAL MONITORING UAV SYSTEM,https://lens.org/147-360-810-491-463,2017,"The present invention relates to an environmental monitoring UAV system comprises a drone provided with an air monitoring platform that is adapted for taking air sample(s) by enforcing air to flow through or into at least one sampling medium, during the flight of said drone."
Environmental Monitoring UAV System,https://lens.org/080-199-923-777-858,2018,"The present invention relates to an environmental monitoring UAV system comprises a drone provided with an air monitoring platform that is adapted for taking air sample(s) by enforcing air to flow through or into at least one sampling medium, during the flight of said drone."
Environmental monitoring UAV system,https://lens.org/089-124-612-701-152,2019,"The present invention relates to an environmental monitoring UAV system comprises a drone provided with an air monitoring platform that is adapted for taking air sample(s) by enforcing air to flow through or into at least one sampling medium, during the flight of said drone."
ENVIRONMENTAL MONITORING UAV SYSTEM,https://lens.org/033-953-107-588-183,2016,"The present invention relates to an environmental monitoring UAV system comprises a drone provided with an air monitoring platform that is adapted for taking air sample(s) by enforcing air to flow through or into at least one sampling medium, during the flight of said drone."
COMMUNICATION CHANNEL BETWEEN A REMOTE CONTROL AND A HEARING ASSISTIVE DEVICE,https://lens.org/097-520-370-420-845,2019,"A remote-control unit (10) for controlling a hearing assistive device (20) by sending a control signal with instructions as an acoustic signal, has an input transducer (14), an output transducer (15), and a processor (11) adapted for setting the volume of the output from the output transducer (15). The processor (11) is adapted for activating the input transducer (14) for receiving environmental sound, analyzing the environmental sound, determining and setting the volume of the output from the output transducer (15) based on the environmental sound, and outputting the control signal at the set volume via the output transducer (15)."
Communication channel between a remote control and a hearing assistive device,https://lens.org/044-366-371-847-781,2020,"A remote-control unit (10) for controlling a hearing assistive device (20) by sending a control signal with instructions as an acoustic signal, has an input transducer (14), an output transducer (15), and a processor (11) adapted for setting the volume of the output from the output transducer (15). The processor (11) is adapted for activating the input transducer (14) for receiving environmental sound, analyzing the environmental sound, determining and setting the volume of the output from the output transducer (15) based on the environmental sound, and outputting the control signal at the set volume via the output transducer (15)."
Autonomous Flight Termination System and Method,https://lens.org/198-393-863-175-051,2018,"An autonomous flight termination system for terminating vehicle flight after the vehicle is launched from an aircraft includes a global positioning system (GPS) receiver; a termination unit selected from a cut-off switch connected to terminate vehicle flight when actuated, and a switch connected to detonate an explosive on the vehicle; a system controller for receiving a first signal indicating separation of the vehicle from the aircraft and a second signal from the GPS receiver to calculate an actual vehicle trajectory, and for sending a third signal to actuate the termination unit to terminate the flight of the vehicle when the actual vehicle trajectory is determined to be outside the safety bounds of a mission-planned flight trajectory; and a failsafe controller connected to receive operational data of the system controller, and to actuate the termination unit when the operational data indicates that the system is in an error state."
Autonomous flight termination system and method,https://lens.org/023-749-724-398-878,2019,"An autonomous flight termination system for terminating vehicle flight after the vehicle is launched from an aircraft includes a global positioning system (GPS) receiver; a termination unit selected from a cut-off switch connected to terminate vehicle flight when actuated, and a switch connected to detonate an explosive on the vehicle; a system controller for receiving a first signal indicating separation of the vehicle from the aircraft and a second signal from the GPS receiver to calculate an actual vehicle trajectory, and for sending a third signal to actuate the termination unit to terminate the flight of the vehicle when the actual vehicle trajectory is determined to be outside the safety bounds of a mission-planned flight trajectory; and a failsafe controller connected to receive operational data of the system controller, and to actuate the termination unit when the operational data indicates that the system is in an error state."
AIRCRAFT,https://lens.org/190-422-242-572-205,2010,"An unmanned aerial vehicle (UAV) in the form of a “tail sitter” flying wing adapted for vertical take off and landing and transitions between flight as a helicopter and wing-borne flight. The vehicle is electrically powered from onboard batteries and equipped with rotors on miniature helicopter rotor heads at the tips of the wing for both lift, during take off and landing, and forward thrust. In planform the wing comprises, to each side of its longitudinal axis, an inner section with swept back leading and trailing edges, and an outer section with a leading edge more perpendicular to the longitudinal axis, being only mildly swept back or substantially unswept, and a swept forward trailing edge."
Television program record scheduling using compressed codes,https://lens.org/003-439-401-508-674,2000,"The invention regards a remote control unit (1100) for control of home electronic devices comprising: a housing; a memory for storing data; and means for receiving data from an external source (1142) wherein said means for receiving comprise a microphone (1162) which is disposed on a surface portion of said housing. Preferably, the received data comprises data representative of selections of one or more of a plurality of remote control signal protocols. The remote control (1100) comprises a transmitter (1158) for transmitting remote control signals for controlling audio/visual electronic devices according to the selections of remote control signal protocols."
Methods and apparatus for continuing a zoom of a stationary camera utilizing a drone,https://lens.org/090-234-262-495-442,2018,"A method and apparatus for a video-camera equipped UAV to continue a zoom of the stationary video camera is provided herein. More particularly, a camera mounted on an unmanned aerial vehicle (UAV) is used to extend a field of view (FOV) of a fixed camera in a way that it is seamless for a user who is looking at the video stream and utilizes a joystick to manipulate the camera settings."
METHODS AND APPARATUS FOR CONTINUING A ZOOM OF A STATIONARY CAMERA UTILIZING A DRONE,https://lens.org/053-434-590-624-56X,2018,"A method and apparatus for a video-camera equipped UAV to continue a zoom of the stationary video camera is provided herein. More particularly, a camera mounted on an unmanned aerial vehicle (UAV) is used to extend a field of view (FOV) of a fixed camera in a way that it is seamless for a user who is looking at the video stream and utilizes a joystick to manipulate the camera settings."
METHODS AND APPARATUS FOR CONTINUING A ZOOM OF A STATIONARY CAMERA UTILIZING A DRONE,https://lens.org/090-116-106-366-57X,2017,"A method and apparatus for a video-camera equipped UAV to continue a zoom of the stationary video camera is provided herein. More particularly, a camera mounted on an unmanned aerial vehicle (UAV) is used to extend a field of view (FOV) of a fixed camera in a way that it is seamless for a user who is looking at the video stream and utilizes a joystick to manipulate the camera settings."
Methods and apparatus for continuing a zoom of a stationary camera utilizing a drone,https://lens.org/000-157-276-235-958,2019,"A method and apparatus for a video-camera equipped UAV to continue a zoom of the stationary video camera is provided herein. More particularly, a camera mounted on an unmanned aerial vehicle (UAV) is used to extend a field of view (FOV) of a fixed camera in a way that it is seamless for a user who is looking at the video stream and utilizes a joystick to manipulate the camera settings."
"Method, apparatus for controlling a smart device and computer storge medium",https://lens.org/076-932-800-968-35X,2020,"The disclosure relates to a method for controlling a smart device, an apparatus, and non-transitory computer-readable medium. The method includes acquiring a video stream captured by a smart camera that is bound to the user account, wherein the video stream includes multi-frame video that includes a plurality of one-frame video images; performing pattern recognition on each of the plurality of one-frame video images, wherein the pattern recognition is configured to determine an area that includes at least one smart device in at least one of the plurality of one-frame video images; determining, based on the pattern recognition, a target area that includes the smart device in a first one-frame video image of the plurality of one-frame video images; displaying the first one-frame video image including the target area on a touch screen; detecting, via the touch screen, a control operation within the target area of the first one-frame video image; and controlling the smart device located in the target area based on the control operation."
"METHOD, APPARATUS FOR CONTROLLING A SMART DEVICE AND COMPUTER STORGE MEDIUM",https://lens.org/044-690-859-182-028,2018,"The disclosure relates to a method for controlling a smart device, an apparatus, and non-transitory computer-readable medium. The method includes acquiring a video stream captured by a smart camera that is bound to the user account, wherein the video stream includes multi-frame video that includes a plurality of one-frame video images; performing pattern recognition on each of the plurality of one-frame video images, wherein the pattern recognition is configured to determine an area that includes at least one smart device in at least one of the plurality of one-frame video images; determining, based on the pattern recognition, a target area that includes the smart device in a first one-frame video image of the plurality of one-frame video images; displaying the first one-frame video image including the target area on a touch screen; detecting, via the touch screen, a control operation within the target area of the first one-frame video image; and controlling the smart device located in the target area based on the control operation."
"Method, apparatus for controlling a smart device and computer storge medium",https://lens.org/045-458-165-755-741,2021,"The disclosure relates to a method for controlling a smart device, an apparatus, and non-transitory computer-readable medium. The method includes acquiring a video stream captured by a smart camera that is bound to the user account, wherein the video stream includes multi-frame video that includes a plurality of one-frame video images; performing pattern recognition on each of the plurality of one-frame video images, wherein the pattern recognition is configured to determine an area that includes at least one smart device in at least one of the plurality of one-frame video images; determining, based on the pattern recognition, a target area that includes the smart device in a first one-frame video image of the plurality of one-frame video images; displaying the first one-frame video image including the target area on a touch screen; detecting, via the touch screen, a control operation within the target area of the first one-frame video image; and controlling the smart device located in the target area based on the control operation."
AIRCRAFT SEARCH LIGHT SYSTEM,https://lens.org/057-299-632-366-690,2021,"An aircraft search light system is disclosed. Voice commands may be used to control one or more aspects of the operation of the aircraft search light system, including to initiate the detection of objects in image data, to select a particular object in the image data to be tracked by the search light, and the like. The search light may be moved based upon processed image data, for instance such that the selected object continues to be illuminated by the search light. Voice commands may also be used to initiate movement the search light relative to the selected object (e.g., to keep the selected object in the field of view of the search light). Audio output may be generated by the aircraft search light system to provide information to aircraft personnel on the processed image data, and on which one or more subsequent voice commands may be based."
Aircraft search light system,https://lens.org/100-959-350-028-384,2022,"An aircraft search light system is disclosed. Voice commands may be used to control one or more aspects of the operation of the aircraft search light system, including to initiate the detection of objects in image data, to select a particular object in the image data to be tracked by the search light, and the like. The search light may be moved based upon processed image data, for instance such that the selected object continues to be illuminated by the search light. Voice commands may also be used to initiate movement the search light relative to the selected object (e.g., to keep the selected object in the field of view of the search light). Audio output may be generated by the aircraft search light system to provide information to aircraft personnel on the processed image data, and on which one or more subsequent voice commands may be based."
Aircraft search light system,https://lens.org/100-959-350-028-384,2022,"An aircraft search light system is disclosed. Voice commands may be used to control one or more aspects of the operation of the aircraft search light system, including to initiate the detection of objects in image data, to select a particular object in the image data to be tracked by the search light, and the like. The search light may be moved based upon processed image data, for instance such that the selected object continues to be illuminated by the search light. Voice commands may also be used to initiate movement the search light relative to the selected object (e.g., to keep the selected object in the field of view of the search light). Audio output may be generated by the aircraft search light system to provide information to aircraft personnel on the processed image data, and on which one or more subsequent voice commands may be based."
"Control apparatus, control system and control method",https://lens.org/076-804-587-172-646,2023,A control device mounted in a first mobile body that includes a camera and an antenna includes: the camera configured to operate such that a direction of an optical axis of the camera and an oriented direction of the antenna are linked to each other; an identification unit configured to identify a second mobile body through image recognition from a captured image captured by the camera operating; and an antenna control unit configured to control the oriented direction of the antenna such that a position of the identified second mobile body in the captured image is a predetermined position.
"Control apparatus, control system and control method",https://lens.org/076-804-587-172-646,2023,A control device mounted in a first mobile body that includes a camera and an antenna includes: the camera configured to operate such that a direction of an optical axis of the camera and an oriented direction of the antenna are linked to each other; an identification unit configured to identify a second mobile body through image recognition from a captured image captured by the camera operating; and an antenna control unit configured to control the oriented direction of the antenna such that a position of the identified second mobile body in the captured image is a predetermined position.
UNMANNED AERIAL VEHICLE AND METHOD FOR CONTROLLING UNMANNED AERIAL VEHICLE,https://lens.org/077-998-987-995-929,2022,"An unmanned aerial vehicle traveling with an imaging device includes at least one memory and at least one processor which function as: an estimation unit configured to estimate an amount of power consumed by the imaging device and the unmanned aerial vehicle during a time period in which the imaging device and the unmanned aerial vehicle travel from a current location to a target position; and a control unit configured to execute control to give a predetermined notification based on a remaining amount of power of a power supply unit configured to supply power to the imaging device and the unmanned aerial vehicle, and an amount of power consumption estimated by the estimation unit."
UNMANNED AERIAL VEHICLE AND METHOD FOR CONTROLLING UNMANNED AERIAL VEHICLE,https://lens.org/077-998-987-995-929,2022,"An unmanned aerial vehicle traveling with an imaging device includes at least one memory and at least one processor which function as: an estimation unit configured to estimate an amount of power consumed by the imaging device and the unmanned aerial vehicle during a time period in which the imaging device and the unmanned aerial vehicle travel from a current location to a target position; and a control unit configured to execute control to give a predetermined notification based on a remaining amount of power of a power supply unit configured to supply power to the imaging device and the unmanned aerial vehicle, and an amount of power consumption estimated by the estimation unit."
UNMANNED AERIAL VEHICLE AND METHOD FOR CONTROLLING UNMANNED AERIAL VEHICLE,https://lens.org/077-998-987-995-929,2022,"An unmanned aerial vehicle traveling with an imaging device includes at least one memory and at least one processor which function as: an estimation unit configured to estimate an amount of power consumed by the imaging device and the unmanned aerial vehicle during a time period in which the imaging device and the unmanned aerial vehicle travel from a current location to a target position; and a control unit configured to execute control to give a predetermined notification based on a remaining amount of power of a power supply unit configured to supply power to the imaging device and the unmanned aerial vehicle, and an amount of power consumption estimated by the estimation unit."
Sound playing control method and system,https://lens.org/103-511-079-265-254,2015,"The invention relates to a sound playing control method and system. According to the method and system, a sound box is mounted on an aircraft, so that the sound box can be driven by the aircraft so a to fly and move; location information of a scene where sound is located is converted into location information of an external space; corresponding fly control data are generated so as to control the aircraft to fly to a location corresponding to the location information of the sound in the external space; the playing location of the sound is controlled, so that the sound will not just be emitted from a constant location only, but can be played under the driving of the aircraft when the location of the sound changes in the external space, and therefore, the sound playing can be better matched with the scene, and a better audio visual scene can be provided for a user, and user experience can be greatly improved, and higher and higher requirements of the user can be greatly satisfied."
Audio canceling of audio generated from nearby aerial vehicles,https://lens.org/036-801-722-967-720,2019,"The implementations described include an audio canceling device that receives an unmanned aerial vehicle (“UAV”) audio signature representative of audio generated by an unmanned aerial vehicle, monitors audio within an environment in which the audio canceling device is located for audio generated by the UAV, generates an attenuation-signal based on detected audio generated by the UAV, and outputs the attenuation-signal to attenuate the audio generated by the UAV. In one example, the audio canceling device may be used to attenuate audio generated by a UAV that is permeating into a user's home during delivery of an item to the user's home by the UAV."
"Leveling instrument, an electromechanical lifter and a self leveling integrated lifting system using both of them",https://lens.org/020-163-394-712-192,2004,"This self-leveling device is employed in the field of lifting of aircraft, helicopters, civil and military flying vehicles, watercraft, camping vehicles, trains, bridges, radar, etc., and for all those activities that require self-leveling and centring during lifting and lowering operations with fast results, without damages to the structure and in perfect safety (eg.: for helicopter lifting, for internal load balance, for safery during take-off and landing). The device is composed of a number of electromechanical lifting groups that operate synchronistically and autonomously from one another, linked with an electronic central general control for operation and a leveling cell. The whole system provides perfect self-leveling in case of unstable ground, for weighing and leveling purposes, targeting, weight balance, maintenance, etc."
"PROCESS, SYSTEM, METHOD AND APPARATUS FOR MONITORING STATUS AND CONTROL OF EQUIPMENT",https://lens.org/130-966-460-490-397,2015,"The present invention provides am apparatus and methods for an equipment monitoring system coupled to equipment, such as a garage door opener, sprinkler system, HVAC, and other equipment amenable to remote operation. The system permits a user to operate equipment controls via a smartphone, tablet, or other networked appliance. Photography and video equipment may be incorporated to validate equipment status and operation."
Unmanned aerial vehicle control vehicle,https://lens.org/005-967-837-131-558,2020,"The utility model provides an unmanned aerial vehicle control vehicle which comprises a vehicle body, a control area and an equipment area are sequentially arranged behind a driving area in the vehicle body, a partition plate is arranged between the driving area and the control area, the operation area and the equipment area are separated through a partition, a driving seat is arranged in the driving area, and a long-row explosion-flashing alarm lamp is installed at the top outside the driving area. A vehicle body LED display screen is arranged on the upper portion of the middle partition in the control area, a display control operation platform is arranged on the lower portion of the middle partition, a seat is arranged in front of the display control operation platform, a display screenis arranged on the display control operation platform, and an equipment installation cabinet is arranged at the bottom of the display control operation platform and extends towards the equipment areaalong the vehicle bottom; an electric turnover cabin door is arranged at the top of the equipment area; an electric lifting platform is arranged under the electric turnover cabin door, radar and unmanned aerial vehicle countering equipment is arranged on the electric lifting platform, and an auxiliary rear crawling ladder is arranged at the tail of the outer side of the vehicle body. Through reasonable arrangement and elaborate design, the vehicle is high in maneuverability, efficient and capable of adapting to various environments."
Multifunction light controller equipped with localized control,https://lens.org/108-089-099-024-985,2018,"An apparatus and method allow end users to interactively create complex lighting patterns by remote control. Applications include decorative lighting, landscape lighting, signage, or advertising platforms. A lighting control system is equipped with sensors that receive remote control signals from a variety of different sources, and route the control signals to modulate receptacles coupled to different lighting circuits, thereby independently controlling multiple light arrays to achieve separate light patterns, or to coordinate different lighting effects. The control signals independently energize localized groups of lamps to provide enhanced lighting effects, while using significantly less wire material. Interactive remote control is provided via a mobile computing device such as a smart phone running a customized program. In one embodiment, the remote control device communicates selections to a Bluetooth®-equipped speaker to produce sound-controlled lighting effects."
FOLDABLE UAV,https://lens.org/081-919-532-653-822,2022,"An unmanned aerial vehicle (UAV) includes a central body having a first side and a second side opposite to the first side, and a first arm and a second arm extendable from the central body and respectively disposed on the first side and the second side. Each arm of the first arm and the second arm includes a plurality of sections and holds a set of rotor blades via a rotor shaft, and the plurality of sections includes a first section and a second section rotatably connected to the first section. The each arm of the first arm and the second arm is configured to transform between a flight configuration in which the second section of the each arm is extended away from the central body and a compact configuration in which the plurality of sections of the each arm are located at a corresponding side of the central body."
MARKER BASED SMART LANDING PAD,https://lens.org/155-556-531-411-680,2022,"A smart landing pad comprises a flexible display that shows images or patterns, and a protective layer over the display. The protective layer allows a UAV to land without damaging the display. Locator and range finder devices, coupled to the display, communicate with the UAV. The display is operative for wireless communications with a computer or mobile device that provides on-demand user functions, allowing for dynamically changing or customizing the images/patterns shown on the display. The images/patterns comprise a background area showing changeable images that match an environment where the landing pad is placed, and a target landing area surrounded by the background area. The target landing area includes a changeable insensitive, contrast portion, and changeable marker pattern portions having changeable colors/shapes. The images/patterns also include changeable QR codes on the target landing area. The display is IoT enabled so that data from the landing pad is remotely cloud accessible."
Marker based smart landing pad,https://lens.org/175-466-455-712-647,2023,"A smart landing pad comprises a flexible display that shows images or patterns, and a protective layer over the display. The protective layer allows a UAV to land without damaging the display. Locator and range finder devices, coupled to the display, communicate with the UAV. The display is operative for wireless communications with a computer or mobile device that provides on-demand user functions, allowing for dynamically changing or customizing the images/patterns shown on the display. The images/patterns comprise a background area showing changeable images that match an environment where the landing pad is placed, and a target landing area surrounded by the background area. The target landing area includes a changeable insensitive, contrast portion, and changeable marker pattern portions having changeable colors/shapes. The images/patterns also include changeable QR codes on the target landing area. The display is IoT enabled so that data from the landing pad is remotely cloud accessible."
MARKER BASED SMART LANDING PAD,https://lens.org/155-556-531-411-680,2022,"A smart landing pad comprises a flexible display that shows images or patterns, and a protective layer over the display. The protective layer allows a UAV to land without damaging the display. Locator and range finder devices, coupled to the display, communicate with the UAV. The display is operative for wireless communications with a computer or mobile device that provides on-demand user functions, allowing for dynamically changing or customizing the images/patterns shown on the display. The images/patterns comprise a background area showing changeable images that match an environment where the landing pad is placed, and a target landing area surrounded by the background area. The target landing area includes a changeable insensitive, contrast portion, and changeable marker pattern portions having changeable colors/shapes. The images/patterns also include changeable QR codes on the target landing area. The display is IoT enabled so that data from the landing pad is remotely cloud accessible."
UAV HARDWARE ARCHITECTURE,https://lens.org/041-276-068-010-657,2022,"A UAV includes an application processing circuit configured to process primary image data obtained by a primary imaging senor carried by a gimbal; a real-time sensing circuit configured to process, in a real time manner, secondary image data obtained by a secondary imaging sensor not carried by a gimbal; and a flight control circuit. The flight control circuit is configured to communicate, through a first communication channel, with the application processing circuit to receive the processed primary image data and use the processed primary image data to control the UAV to perform a first function; and communicate, through a second communication channel, with the real-time sensing circuit to receive the processed secondary image data and use the processed secondary image data to control the UAV to perform a second function. The second function is different from the first function. The second communication channel is independent from the first communication channel."
UAV HARDWARE ARCHITECTURE,https://lens.org/041-276-068-010-657,2022,"A UAV includes an application processing circuit configured to process primary image data obtained by a primary imaging senor carried by a gimbal; a real-time sensing circuit configured to process, in a real time manner, secondary image data obtained by a secondary imaging sensor not carried by a gimbal; and a flight control circuit. The flight control circuit is configured to communicate, through a first communication channel, with the application processing circuit to receive the processed primary image data and use the processed primary image data to control the UAV to perform a first function; and communicate, through a second communication channel, with the real-time sensing circuit to receive the processed secondary image data and use the processed secondary image data to control the UAV to perform a second function. The second function is different from the first function. The second communication channel is independent from the first communication channel."
SYSTEM AND METHOD FOR DRONE AND OBJECT CLASSIFICATION,https://lens.org/092-599-209-865-541,2020,"A method and system device provides a unique object identification process by obtaining information from one or more of radar signals, infrared signals, optical signals, audio signals, and other signals. The method includes continuously receiving object data at the device, applying by a machine learning system, a set of parameters to process the object identification and confidence level, and outputting or updating the object identification, confidence level, and actionable recommendations. The radar data includes a Doppler signature having a wrapped signal due to a sampling rate of the radar system. The Doppler signature is used to train the machine learning system to identify drone types."
SYSTEM AND METHOD FOR DRONE AND OBJECT CLASSIFICATION,https://lens.org/169-171-771-367-122,2020,"A method and system device provides a unique object identification process by obtaining information from one or more of radar signals, infrared signals, optical signals, audio signals, and other signals. The method includes continuously receiving object data at the device, applying by a machine learning system, a set of parameters to process the object identification and confidence level, and outputting or updating the object identification, confidence level, and actionable recommendations. The radar data includes a Doppler signature having a wrapped signal due to a sampling rate of the radar system. The Doppler signature is used to train the machine learning system to identify drone types."
Augmented reality ultrasound-control system for enabling remote direction of a user of ultrasound equipment by experienced practitioner,https://lens.org/194-395-956-160-709,2023,"A system for providing remote direction of a user of ultrasound equipment comprising a local apparatus comprising an ultrasound tool 14 and an augmented reality device 16 for capturing video 26, displaying an ultrasound image, and displaying directions to the user 38, fig 3, and a remote apparatus 28 for displaying the captured video and generating directions using a controller 30 wherein the remote apparatus provides the direction data to the augmented reality device. The ultrasound tool may be an ultrasound transducer and the augmented reality device may be a headset. The AR device may display a visual representation of the directional data and may further display a translucent rendering of the ultrasound transducer. The directional data may be rendered as path-lines or trajectory data representing a recommended path of travel. The controller may comprise trackable sensors or fiduciary markers. The system may utilise wireless internet protocol and may comprise portable computing devices such as a phone or tablet."
Augmented reality ultrasound-control system for enabling remote direction of a user of ultrasound equipment by experienced practitioner,https://lens.org/194-395-956-160-709,2023,"A system for providing remote direction of a user of ultrasound equipment comprising a local apparatus comprising an ultrasound tool 14 and an augmented reality device 16 for capturing video 26, displaying an ultrasound image, and displaying directions to the user 38, fig 3, and a remote apparatus 28 for displaying the captured video and generating directions using a controller 30 wherein the remote apparatus provides the direction data to the augmented reality device. The ultrasound tool may be an ultrasound transducer and the augmented reality device may be a headset. The AR device may display a visual representation of the directional data and may further display a translucent rendering of the ultrasound transducer. The directional data may be rendered as path-lines or trajectory data representing a recommended path of travel. The controller may comprise trackable sensors or fiduciary markers. The system may utilise wireless internet protocol and may comprise portable computing devices such as a phone or tablet."
